Country,Region,ISO3,World Bank Country Name,Observation Period,Unit of Analysis,Population Scope,Income Definition,Currency,Actual Income,Actual Income Period,Baseline Income,Baseline Income Period,Food Component (PPP Monthly),Housing and Utilities Component (PPP Monthly),Income Index (Mean Proxy),LMI (Mean Proxy),Income Index,LMI,LMI Construction,Median-Citizen Income Proxy (Monthly PPP),Median-Citizen LMI (Decile Proxy),Median-Citizen Multiplier (Decile Proxy),Share Below Baseline (Decile Approx),Share At or Above 1x Baseline (Decile Approx),Share At or Above 2x Baseline (Decile Approx),Share At or Above 5x Baseline (Decile Approx),Distribution Data Year (Deciles),Baseline Method,Source - Actual Income,Source URL - Actual Income,Source - Food,Source URL - Food,Source - Share Ratios,Source URL - Share Ratios,Source - Distribution,Source URL - Distribution,Computed At (UTC)
Ghana,Ghana,GHA,Ghana,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,590.000000,monthly,284.713546,monthly,116.575625,168.137921,2.072258,1.072258,1.714794,0.714794,median-citizen decile proxy,488.225000,0.714794,1.714794,0.100000,0.900000,0.100000,0.100000,2016,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Angola,Angola,AGO,Angola,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,750.000000,monthly,338.236719,monthly,138.490625,199.746094,2.217382,1.217382,1.638091,0.638091,median-citizen decile proxy,554.062500,0.638091,1.638091,0.100000,0.900000,0.100000,0.100000,2018,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Djibouti,Djibouti,DJI,Djibouti,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,562.500000,monthly,286.943678,monthly,117.488750,169.454928,1.960315,0.960315,1.612359,0.612359,median-citizen decile proxy,462.656250,0.612359,1.612359,0.100000,0.900000,0.100000,0.100000,2017,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Pakistan,Pakistan,PAK,Pakistan,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,486.666667,monthly,275.049639,monthly,112.618750,162.430889,1.769378,0.769378,1.554841,0.554841,median-citizen decile proxy,427.658333,0.554841,1.554841,0.100000,0.900000,0.100000,0.000000,2018,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Tajikistan,Tajikistan,TJK,Tajikistan,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,499.166667,monthly,273.562885,monthly,112.010000,161.552885,1.824687,0.824687,1.509929,0.509929,median-citizen decile proxy,413.060417,0.509929,1.509929,0.100000,0.900000,0.100000,0.100000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Myanmar,Myanmar,MMR,Myanmar,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,467.500000,monthly,288.430433,monthly,118.097500,170.332933,1.620841,0.620841,1.432419,0.432419,median-citizen decile proxy,413.153125,0.432419,1.432419,0.100000,0.900000,0.100000,0.000000,2017,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Kenya,Kenya,KEN,Kenya,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,482.500000,monthly,286.943678,monthly,117.488750,169.454928,1.681515,0.681515,1.408269,0.408269,median-citizen decile proxy,404.093750,0.408269,1.408269,0.100000,0.900000,0.100000,0.100000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Nicaragua,Nicaragua,NIC,Nicaragua,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,600.000000,monthly,341.210228,monthly,139.708125,201.502103,1.758447,0.758447,1.336419,0.336419,median-citizen decile proxy,456.000000,0.336419,1.336419,0.100000,0.900000,0.100000,0.100000,2014,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Sao Tome and Principe,Sao Tome and Principe,STP,Sao Tome and Principe,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,512.500000,monthly,309.988377,monthly,126.924375,183.064002,1.653288,0.653288,1.335030,0.335030,median-citizen decile proxy,413.843750,0.335030,1.335030,0.100000,0.900000,0.100000,0.100000,2017,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Nepal,Nepal,NPL,Nepal,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,427.500000,monthly,289.173810,monthly,118.401875,170.771935,1.478350,0.478350,1.332363,0.332363,median-citizen decile proxy,385.284375,0.332363,1.332363,0.100000,0.900000,0.100000,0.000000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Honduras,Honduras,HND,Honduras,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,521.666667,monthly,318.165529,monthly,130.272500,187.893029,1.639608,0.639608,1.315785,0.315785,median-citizen decile proxy,418.637500,0.315785,1.315785,0.100000,0.900000,0.100000,0.100000,2019,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Mauritania,Mauritania,MRT,Mauritania,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,537.500000,monthly,374.662212,monthly,153.405000,221.257212,1.434626,0.434626,1.296543,0.296543,median-citizen decile proxy,485.765625,0.296543,1.296543,0.100000,0.900000,0.100000,0.000000,2019,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Senegal,Senegal,SEN,Senegal,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,365.833333,monthly,255.721827,monthly,104.705000,151.016827,1.430591,0.430591,1.219579,0.219579,median-citizen decile proxy,311.872917,0.219579,1.219579,0.100000,0.900000,0.100000,0.000000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Cameroon,Cameroon,CMR,Cameroon,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,421.666667,monthly,289.917188,monthly,118.706250,171.210938,1.454438,0.454438,1.214456,0.214456,median-citizen decile proxy,352.091667,0.214456,1.214456,0.100000,0.900000,0.100000,0.000000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Congo,Congo,COG,"Congo, Rep.",2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,494.166667,monthly,309.245000,monthly,126.620000,182.625000,1.597978,0.597978,1.208471,0.208471,median-citizen decile proxy,373.713542,0.208471,1.208471,0.100000,0.900000,0.100000,0.100000,2011,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Sudan,Sudan,SDN,Sudan,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,274.166667,monthly,204.428786,monthly,83.703125,120.725661,1.341135,0.341135,1.156729,0.156729,median-citizen decile proxy,236.468750,0.156729,1.156729,0.100000,0.900000,0.100000,0.000000,2014,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Benin,Benin,BEN,Benin,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,318.333333,monthly,241.597656,monthly,98.921875,142.675781,1.317618,0.317618,1.147974,0.147974,median-citizen decile proxy,277.347917,0.147974,1.147974,0.100000,0.900000,0.100000,0.000000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
United Republic of Tanzania,United Republic of Tanzania,TZA,Tanzania,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,310.833333,monthly,230.446995,monthly,94.356250,136.090745,1.348828,0.348828,1.079062,0.079062,median-citizen decile proxy,248.666667,0.079062,1.079062,0.100000,0.900000,0.100000,0.000000,2018,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Guinea,Guinea,GIN,Guinea,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,332.500000,monthly,307.758245,monthly,126.011250,181.746995,1.080393,0.080393,0.991261,-0.008739,median-citizen decile proxy,305.068750,-0.008739,0.991261,0.900000,0.100000,0.100000,0.000000,2018,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Syrian Arab Republic,Syrian Arab Republic,SYR,Syrian Arab Republic,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,384.166667,monthly,401.423798,monthly,164.362500,237.061298,0.957010,-0.042990,0.898393,-0.101607,median-citizen decile proxy,360.636458,-0.101607,0.898393,0.900000,0.100000,0.100000,0.000000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
